Date, Open, High, Low, Close
02/26/18, 2757.37, 2780.64, 2753.78, 2779.60
02/23/18, 2715.80, 2747.76, 2713.74, 2747.30
02/22/18, 2710.42, 2731.26, 2697.77, 2703.96
02/21/18, 2720.53, 2747.75, 2701.29, 2701.33
02/20/18, 2726.01, 2737.60, 2706.76, 2716.26
02/16/18, 2727.14, 2754.42, 2725.11, 2732.22
02/15/18, 2713.46, 2731.51, 2689.82, 2731.20
02/14/18, 2651.21, 2702.10, 2648.87, 2698.63
02/13/18, 2646.27, 2668.84, 2637.08, 2662.94
02/12/18, 2636.75, 2672.61, 2622.45, 2656.00
02/09/18, 2601.78, 2638.67, 2532.69, 2619.55
02/08/18, 2685.01, 2685.27, 2580.56, 2581.00
02/07/18, 2690.95, 2727.67, 2681.33, 2681.66
02/06/18, 2614.78, 2701.04, 2593.07, 2695.14
02/05/18, 2741.06, 2763.39, 2638.17, 2648.94
02/02/18, 2808.92, 2808.92, 2759.97, 2762.13
02/01/18, 2816.45, 2835.96, 2812.70, 2821.98
01/31/18, 2832.41, 2839.26, 2813.04, 2823.81
01/30/18, 2832.74, 2837.75, 2818.27, 2822.43
01/29/18, 2867.23, 2870.62, 2851.48, 2853.53
01/26/18, 2847.48, 2872.87, 2846.18, 2872.87
01/25/18, 2846.24, 2848.56, 2830.94, 2839.25
01/24/18, 2845.42, 2852.97, 2824.81, 2837.54
01/23/18, 2835.05, 2842.24, 2830.59, 2839.13
01/22/18, 2809.16, 2833.03, 2808.12, 2832.97
01/19/18, 2802.60, 2810.33, 2798.08, 2810.30
01/18/18, 2802.40, 2805.83, 2792.56, 2798.03
01/17/18, 2784.99, 2807.04, 2778.38, 2802.56
01/16/18, 2798.96, 2807.54, 2768.64, 2776.42
01/12/18, 2770.18, 2787.85, 2769.64, 2786.24
01/11/18, 2752.97, 2767.56, 2752.78, 2767.56
01/10/18, 2745.55, 2750.80, 2736.06, 2748.23
01/09/18, 2751.15, 2759.14, 2747.86, 2751.29
01/08/18, 2742.67, 2748.51, 2737.60, 2747.71
01/05/18, 2731.33, 2743.45, 2727.92, 2743.15
01/04/18, 2719.31, 2729.29, 2719.07, 2723.99
01/03/18, 2697.85, 2714.37, 2697.77, 2713.06
01/02/18, 2683.73, 2695.89, 2682.36, 2695.81
12/29/17, 2689.15, 2692.12, 2673.61, 2673.61
12/28/17, 2686.10, 2687.66, 2682.69, 2687.54
12/27/17, 2682.10, 2685.64, 2678.91, 2682.62
12/26/17, 2679.09, 2682.74, 2677.96, 2680.50
12/22/17, 2684.22, 2685.35, 2678.13, 2683.34
12/21/17, 2683.02, 2692.64, 2682.40, 2684.57
12/20/17, 2688.18, 2691.01, 2676.11, 2679.25
12/19/17, 2692.71, 2694.44, 2680.74, 2681.47
12/18/17, 2685.92, 2694.97, 2685.92, 2690.16
12/15/17, 2660.63, 2679.63, 2659.14, 2675.81
12/14/17, 2665.87, 2668.09, 2652.01, 2652.01
12/13/17, 2667.59, 2671.88, 2662.85, 2662.85
12/12/17, 2661.73, 2669.72, 2659.78, 2664.11
12/11/17, 2652.19, 2660.33, 2651.47, 2659.99
12/08/17, 2646.21, 2651.65, 2644.10, 2651.50
12/07/17, 2628.38, 2640.99, 2626.53, 2636.98
12/06/17, 2626.24, 2634.41, 2624.75, 2629.27
12/05/17, 2639.78, 2648.72, 2627.73, 2629.57
12/04/17, 2657.19, 2665.19, 2639.03, 2639.44
12/01/17, 2645.10, 2650.62, 2605.52, 2642.22
11/30/17, 2633.93, 2657.74, 2633.93, 2647.58
11/29/17, 2627.82, 2634.89, 2620.32, 2626.07
11/28/17, 2605.94, 2627.69, 2605.44, 2627.04
11/27/17, 2602.66, 2606.41, 2598.87, 2601.42
11/24/17, 2600.42, 2604.21, 2600.42, 2602.42
11/22/17, 2600.31, 2600.94, 2595.23, 2597.08
11/21/17, 2589.17, 2601.19, 2589.17, 2599.03
11/20/17, 2579.49, 2584.64, 2578.24, 2582.14
11/17/17, 2582.94, 2583.96, 2577.62, 2578.85
11/16/17, 2572.95, 2590.09, 2572.95, 2585.64
11/15/17, 2569.45, 2572.84, 2557.45, 2564.62
11/14/17, 2577.75, 2579.66, 2566.56, 2578.87
11/13/17, 2576.53, 2587.66, 2574.48, 2584.84
11/10/17, 2580.18, 2583.81, 2575.57, 2582.30
11/09/17, 2584.00, 2586.50, 2566.33, 2584.62
11/08/17, 2588.71, 2595.47, 2585.02, 2594.38
11/07/17, 2592.11, 2597.02, 2584.35, 2590.64
11/06/17, 2587.47, 2593.38, 2585.66, 2591.13
11/03/17, 2581.93, 2588.42, 2576.77, 2587.84
11/02/17, 2579.46, 2581.11, 2566.17, 2579.85
11/01/17, 2583.21, 2588.40, 2574.92, 2579.36
10/31/17, 2575.99, 2578.29, 2572.15, 2575.26
10/30/17, 2577.75, 2580.03, 2568.25, 2572.83
10/27/17, 2570.26, 2582.98, 2565.94, 2581.07
10/26/17, 2560.08, 2567.07, 2559.80, 2560.40
10/25/17, 2566.52, 2567.40, 2544.00, 2557.15
10/24/17, 2568.66, 2572.18, 2565.58, 2569.13
10/23/17, 2578.08, 2578.29, 2564.33, 2564.98
10/20/17, 2567.56, 2575.44, 2567.56, 2575.21
10/19/17, 2553.39, 2562.36, 2547.92, 2562.10
10/18/17, 2562.87, 2564.11, 2559.67, 2561.26
10/17/17, 2557.17, 2559.71, 2554.69, 2559.36
10/16/17, 2555.57, 2559.47, 2552.64, 2557.64
10/13/17, 2555.66, 2557.65, 2552.09, 2553.17
10/12/17, 2552.88, 2555.33, 2548.31, 2550.93
10/11/17, 2550.62, 2555.24, 2547.95, 2555.24
10/10/17, 2549.99, 2555.23, 2544.86, 2550.64
10/09/17, 2551.39, 2551.82, 2541.60, 2544.73
10/06/17, 2547.44, 2549.41, 2543.79, 2549.33
10/05/17, 2540.86, 2552.51, 2540.02, 2552.07
10/04/17, 2533.48, 2540.53, 2531.80, 2537.74
10/03/17, 2530.34, 2535.13, 2528.85, 2534.58
10/02/17, 2521.20, 2529.23, 2520.40, 2529.12
09/29/17, 2509.96, 2519.44, 2507.99, 2519.36
09/28/17, 2503.41, 2510.81, 2502.93, 2510.06
09/27/17, 2503.30, 2511.75, 2495.91, 2507.04
09/26/17, 2501.04, 2503.51, 2495.12, 2496.84
09/25/17, 2499.39, 2502.54, 2488.03, 2496.66
09/22/17, 2497.26, 2503.47, 2496.54, 2502.22
09/21/17, 2507.16, 2507.16, 2499.00, 2500.60
09/20/17, 2506.84, 2508.85, 2496.67, 2508.24
09/19/17, 2506.29, 2507.84, 2503.19, 2506.65
09/18/17, 2502.51, 2508.32, 2499.92, 2503.87
09/15/17, 2495.67, 2500.23, 2493.16, 2500.23
09/14/17, 2494.56, 2498.43, 2491.35, 2495.62
09/13/17, 2493.89, 2498.37, 2492.14, 2498.37
09/12/17, 2491.94, 2496.77, 2490.37, 2496.48
09/11/17, 2474.52, 2488.95, 2474.52, 2488.11
09/08/17, 2462.25, 2467.11, 2459.40, 2461.43
09/07/17, 2468.06, 2468.62, 2460.29, 2465.10
09/06/17, 2463.83, 2469.64, 2459.20, 2465.54
09/05/17, 2470.35, 2471.97, 2446.55, 2457.85
09/01/17, 2474.42, 2480.38, 2473.85, 2476.55
08/31/17, 2462.65, 2475.01, 2462.65, 2471.65
08/30/17, 2446.06, 2460.31, 2443.77, 2457.59
08/29/17, 2431.94, 2449.19, 2428.20, 2446.30
08/28/17, 2447.35, 2449.12, 2439.03, 2444.24
08/25/17, 2444.72, 2453.96, 2442.22, 2443.05
08/24/17, 2447.91, 2450.39, 2436.19, 2438.97
08/23/17, 2444.88, 2448.91, 2441.42, 2444.04
08/22/17, 2433.75, 2454.77, 2433.67, 2452.51
08/21/17, 2425.50, 2430.58, 2417.35, 2428.37
08/18/17, 2427.64, 2440.27, 2420.69, 2425.55
08/17/17, 2462.95, 2465.02, 2430.01, 2430.01
08/16/17, 2468.63, 2474.93, 2463.86, 2468.11
08/15/17, 2468.66, 2468.90, 2461.61, 2464.61
08/14/17, 2454.96, 2468.22, 2454.96, 2465.84
08/11/17, 2441.04, 2448.09, 2437.85, 2441.32
08/10/17, 2465.38, 2465.38, 2437.75, 2438.21
08/09/17, 2465.35, 2474.41, 2462.08, 2474.02
08/08/17, 2478.35, 2490.87, 2470.32, 2474.92
08/07/17, 2477.14, 2480.95, 2475.88, 2480.91
08/04/17, 2476.88, 2480.00, 2472.08, 2476.83
08/03/17, 2476.03, 2476.03, 2468.85, 2472.16
08/02/17, 2480.38, 2480.38, 2466.48, 2477.57
08/01/17, 2477.10, 2478.51, 2471.14, 2476.35
07/31/17, 2475.94, 2477.96, 2468.53, 2470.30
07/28/17, 2469.12, 2473.53, 2464.66, 2472.10
07/27/17, 2482.76, 2484.04, 2459.93, 2475.42
07/26/17, 2479.97, 2481.69, 2474.94, 2477.83
07/25/17, 2477.88, 2481.24, 2474.91, 2477.13
07/24/17, 2472.04, 2473.10, 2466.32, 2469.91
07/21/17, 2467.40, 2472.54, 2465.06, 2472.54
07/20/17, 2475.56, 2477.62, 2468.43, 2473.45
07/19/17, 2463.85, 2473.83, 2463.85, 2473.83
07/18/17, 2455.88, 2460.92, 2450.34, 2460.61
07/17/17, 2459.50, 2462.82, 2457.16, 2459.14
07/14/17, 2449.16, 2463.54, 2446.69, 2459.27
07/13/17, 2444.99, 2449.32, 2441.69, 2447.83
07/12/17, 2435.75, 2445.76, 2435.75, 2443.25
07/11/17, 2427.35, 2429.30, 2412.79, 2425.53
07/10/17, 2424.51, 2432.00, 2422.27, 2427.43
07/07/17, 2413.52, 2426.92, 2413.52, 2425.18
07/06/17, 2423.44, 2424.28, 2407.70, 2409.75
07/05/17, 2430.78, 2434.90, 2422.05, 2432.54
07/03/17, 2431.39, 2439.17, 2428.69, 2429.01
06/30/17, 2429.20, 2432.71, 2421.65, 2423.41
06/29/17, 2442.38, 2442.73, 2405.70, 2419.70
06/28/17, 2428.70, 2442.97, 2428.02, 2440.69
06/27/17, 2436.34, 2440.15, 2419.38, 2419.38
06/26/17, 2443.32, 2450.42, 2437.03, 2439.07
06/23/17, 2434.65, 2441.40, 2431.11, 2438.30
06/22/17, 2437.40, 2441.62, 2433.27, 2434.50
06/21/17, 2439.31, 2442.23, 2430.74, 2435.61
06/20/17, 2450.66, 2450.66, 2436.60, 2437.03
06/19/17, 2442.55, 2453.82, 2441.79, 2453.46
06/16/17, 2431.24, 2433.15, 2422.88, 2433.15
06/15/17, 2424.14, 2433.95, 2418.53, 2432.46
06/14/17, 2443.75, 2443.75, 2428.34, 2437.92
06/13/17, 2434.15, 2441.49, 2431.28, 2440.35
06/12/17, 2425.88, 2430.38, 2419.97, 2429.39
06/09/17, 2436.39, 2446.20, 2415.70, 2431.77
06/08/17, 2434.27, 2439.27, 2427.94, 2433.79
06/07/17, 2432.03, 2435.28, 2424.75, 2433.14
06/06/17, 2431.92, 2436.21, 2428.12, 2429.33
06/05/17, 2437.83, 2439.55, 2434.32, 2436.10
06/02/17, 2431.28, 2440.23, 2427.71, 2439.07
06/01/17, 2415.65, 2430.06, 2413.54, 2430.06
05/31/17, 2415.63, 2415.99, 2403.59, 2411.80
05/30/17, 2411.67, 2415.26, 2409.43, 2412.91
05/26/17, 2414.50, 2416.68, 2412.20, 2415.82
05/25/17, 2409.54, 2418.71, 2408.01, 2415.07
05/24/17, 2401.41, 2405.58, 2397.99, 2404.39
05/23/17, 2397.04, 2400.85, 2393.88, 2398.42
05/22/17, 2387.21, 2395.46, 2386.92, 2394.02
05/19/17, 2371.37, 2389.06, 2370.43, 2381.73
05/18/17, 2354.69, 2375.74, 2352.72, 2365.72
05/17/17, 2382.95, 2384.87, 2356.21, 2357.03
05/16/17, 2404.55, 2405.77, 2396.05, 2400.67
05/15/17, 2393.98, 2404.05, 2393.94, 2402.32
05/12/17, 2392.44, 2392.44, 2387.19, 2390.90
05/11/17, 2394.84, 2395.72, 2381.74, 2394.44
05/10/17, 2396.79, 2399.74, 2392.79, 2399.63
05/09/17, 2401.58, 2403.87, 2392.44, 2396.92
05/08/17, 2399.94, 2401.36, 2393.92, 2399.38
05/05/17, 2392.37, 2399.29, 2389.38, 2399.29
05/04/17, 2389.79, 2391.43, 2380.35, 2389.52
05/03/17, 2386.50, 2389.82, 2379.75, 2388.13
05/02/17, 2391.05, 2392.93, 2385.82, 2391.17
05/01/17, 2388.50, 2394.49, 2384.83, 2388.33
04/28/17, 2393.68, 2393.68, 2382.36, 2384.20
04/27/17, 2389.70, 2392.10, 2382.68, 2388.77
04/26/17, 2388.98, 2398.16, 2386.76, 2387.45
04/25/17, 2381.51, 2392.48, 2381.15, 2388.61
04/24/17, 2370.33, 2376.98, 2369.19, 2374.15
04/21/17, 2354.74, 2356.18, 2344.51, 2348.69
04/20/17, 2342.69, 2361.37, 2340.91, 2355.84
04/19/17, 2346.79, 2352.63, 2335.05, 2338.17
04/18/17, 2342.53, 2348.35, 2334.54, 2342.19
04/17/17, 2332.62, 2349.14, 2332.51, 2349.01
04/13/17, 2341.98, 2348.26, 2328.95, 2328.95
04/12/17, 2352.15, 2352.72, 2341.18, 2344.93
04/11/17, 2353.92, 2355.22, 2337.25, 2353.78
04/10/17, 2357.16, 2366.37, 2351.50, 2357.16
04/07/17, 2356.59, 2363.76, 2350.74, 2355.54
04/06/17, 2353.79, 2364.16, 2348.90, 2357.49
04/05/17, 2366.59, 2378.36, 2350.52, 2352.95
04/04/17, 2354.76, 2360.53, 2350.72, 2360.16
04/03/17, 2362.34, 2365.87, 2344.73, 2358.84
03/31/17, 2364.82, 2370.35, 2362.60, 2362.72
03/30/17, 2361.31, 2370.42, 2358.58, 2368.06
03/29/17, 2356.54, 2363.36, 2352.94, 2361.13
03/28/17, 2339.79, 2363.78, 2337.63, 2358.57
03/27/17, 2329.11, 2344.90, 2322.25, 2341.59
03/24/17, 2350.42, 2356.22, 2335.74, 2343.98
03/23/17, 2345.97, 2358.92, 2342.13, 2345.96
03/22/17, 2343.00, 2351.81, 2336.45, 2348.45
03/21/17, 2379.32, 2381.93, 2341.90, 2344.02
03/20/17, 2378.24, 2379.55, 2369.66, 2373.47
03/17/17, 2383.71, 2385.71, 2377.64, 2378.25
03/16/17, 2387.71, 2388.10, 2377.18, 2381.38
03/15/17, 2370.34, 2390.01, 2368.94, 2385.26
03/14/17, 2368.55, 2368.55, 2358.18, 2365.45
03/13/17, 2371.56, 2374.42, 2368.52, 2373.47
03/10/17, 2372.52, 2376.86, 2363.04, 2372.60
03/09/17, 2363.49, 2369.08, 2354.54, 2364.87
03/08/17, 2369.81, 2373.09, 2361.01, 2362.98
03/07/17, 2370.74, 2375.12, 2365.51, 2368.39
03/06/17, 2375.23, 2378.80, 2367.98, 2375.31
03/03/17, 2380.92, 2383.89, 2375.39, 2383.12
03/02/17, 2394.75, 2394.75, 2380.17, 2381.92
03/01/17, 2380.13, 2400.98, 2380.13, 2395.96
02/28/17, 2366.08, 2367.79, 2358.96, 2363.64
02/27/17, 2365.23, 2371.54, 2361.87, 2369.75
02/24/17, 2355.73, 2367.34, 2352.87, 2367.34
02/23/17, 2367.50, 2368.26, 2355.09, 2363.81
02/22/17, 2361.11, 2365.13, 2358.34, 2362.82
02/21/17, 2354.91, 2366.71, 2354.91, 2365.38
02/17/17, 2343.01, 2351.16, 2339.58, 2351.16
02/16/17, 2349.64, 2351.31, 2338.87, 2347.22
02/15/17, 2335.58, 2351.30, 2334.81, 2349.25
02/14/17, 2326.12, 2337.58, 2322.17, 2337.58
02/13/17, 2321.72, 2331.58, 2321.42, 2328.25
02/10/17, 2312.27, 2319.23, 2311.10, 2316.10
02/09/17, 2296.70, 2311.08, 2296.61, 2307.87
02/08/17, 2289.55, 2295.91, 2285.38, 2294.67
02/07/17, 2295.87, 2299.40, 2290.16, 2293.08
02/06/17, 2294.28, 2296.18, 2288.57, 2292.56
02/03/17, 2288.54, 2298.31, 2287.88, 2297.42
02/02/17, 2276.69, 2283.97, 2271.65, 2280.85
02/01/17, 2285.59, 2289.14, 2272.44, 2279.55
01/31/17, 2274.02, 2279.09, 2267.21, 2278.87
01/30/17, 2286.01, 2286.01, 2268.04, 2280.90
01/27/17, 2299.02, 2299.02, 2291.62, 2294.69
01/26/17, 2298.63, 2300.99, 2294.08, 2296.68
01/25/17, 2288.88, 2299.55, 2288.88, 2298.37
01/24/17, 2267.88, 2284.63, 2266.68, 2280.07
01/23/17, 2267.78, 2271.78, 2257.02, 2265.20
01/20/17, 2269.96, 2276.96, 2265.01, 2271.31
01/19/17, 2271.90, 2274.33, 2258.41, 2263.69
01/18/17, 2269.14, 2272.01, 2263.35, 2271.89
01/17/17, 2269.14, 2272.08, 2262.81, 2267.89
01/13/17, 2272.74, 2278.68, 2271.51, 2274.64
01/12/17, 2271.14, 2271.78, 2254.25, 2270.44
01/11/17, 2268.60, 2275.32, 2260.83, 2275.32
01/10/17, 2269.72, 2279.27, 2265.27, 2268.90
01/09/17, 2273.59, 2275.49, 2268.90, 2268.90
01/06/17, 2271.14, 2282.10, 2264.06, 2276.98
01/05/17, 2268.18, 2271.50, 2260.45, 2269.00
01/04/17, 2261.60, 2272.82, 2261.60, 2270.75
01/03/17, 2251.57, 2263.88, 2245.13, 2257.83
12/30/16, 2251.61, 2253.58, 2233.62, 2238.83
12/29/16, 2249.50, 2254.51, 2244.56, 2249.26
12/28/16, 2270.23, 2271.31, 2249.11, 2249.92
12/27/16, 2266.23, 2273.82, 2266.15, 2268.88
12/23/16, 2260.25, 2263.79, 2258.84, 2263.79
12/22/16, 2262.93, 2263.18, 2256.08, 2260.96
12/21/16, 2270.54, 2271.23, 2265.15, 2265.18
12/20/16, 2266.50, 2272.56, 2266.14, 2270.76
12/19/16, 2259.24, 2267.47, 2258.21, 2262.53
12/16/16, 2266.81, 2268.05, 2254.24, 2258.07
12/15/16, 2253.77, 2272.12, 2253.77, 2262.03
12/14/16, 2268.35, 2276.20, 2248.44, 2253.28
12/13/16, 2263.32, 2277.53, 2263.32, 2271.72
12/12/16, 2258.83, 2264.03, 2252.37, 2256.96
12/09/16, 2249.73, 2259.80, 2249.23, 2259.53
12/08/16, 2241.13, 2251.69, 2237.57, 2246.19
12/07/16, 2210.72, 2241.63, 2208.93, 2241.35
12/06/16, 2207.26, 2212.78, 2202.21, 2212.23
12/05/16, 2200.65, 2209.42, 2199.97, 2204.71
12/02/16, 2191.12, 2197.95, 2188.37, 2191.95
12/01/16, 2200.17, 2202.60, 2187.44, 2191.08
11/30/16, 2204.97, 2214.10, 2198.81, 2198.81
11/29/16, 2200.76, 2210.46, 2198.15, 2204.66
11/28/16, 2210.21, 2211.14, 2200.36, 2201.72
11/25/16, 2206.27, 2213.35, 2206.27, 2213.35
11/23/16, 2198.55, 2204.72, 2194.51, 2204.72
11/22/16, 2201.56, 2204.80, 2194.51, 2202.94
11/21/16, 2186.43, 2198.70, 2186.43, 2198.18
11/18/16, 2186.85, 2189.89, 2180.38, 2181.90
11/17/16, 2178.61, 2188.06, 2176.65, 2187.12
11/16/16, 2177.53, 2179.22, 2172.20, 2176.94
11/15/16, 2168.29, 2180.84, 2166.38, 2180.39
11/14/16, 2165.64, 2171.36, 2156.08, 2164.20
11/11/16, 2162.71, 2165.92, 2152.49, 2164.45
11/10/16, 2167.49, 2182.30, 2151.17, 2167.48
11/09/16, 2131.56, 2170.10, 2125.35, 2163.26
11/08/16, 2129.92, 2146.87, 2123.56, 2139.56
11/07/16, 2100.59, 2132.00, 2100.59, 2131.52
11/04/16, 2083.79, 2099.07, 2083.79, 2085.18
11/03/16, 2098.80, 2102.56, 2085.23, 2088.66
11/02/16, 2109.43, 2111.76, 2094.00, 2097.94
11/01/16, 2128.68, 2131.45, 2097.85, 2111.72
10/31/16, 2129.78, 2133.25, 2125.53, 2126.15
10/28/16, 2132.23, 2140.72, 2119.36, 2126.41
10/27/16, 2144.06, 2147.13, 2132.52, 2133.04
10/26/16, 2136.97, 2145.73, 2131.59, 2139.43
10/25/16, 2149.72, 2151.44, 2141.93, 2143.16
10/24/16, 2148.50, 2154.79, 2146.91, 2151.33
10/21/16, 2139.43, 2142.63, 2130.09, 2141.16
10/20/16, 2142.51, 2147.18, 2133.44, 2141.34
10/19/16, 2140.81, 2148.44, 2138.15, 2144.29
10/18/16, 2138.31, 2144.38, 2135.49, 2139.60
10/17/16, 2132.95, 2135.61, 2124.43, 2126.50
10/14/16, 2139.68, 2149.19, 2132.98, 2132.98
10/13/16, 2130.26, 2138.19, 2114.74, 2132.55
10/12/16, 2137.67, 2145.36, 2132.77, 2139.18
10/11/16, 2161.35, 2161.56, 2128.84, 2136.73
10/10/16, 2160.39, 2169.60, 2160.39, 2163.66
10/07/16, 2164.19, 2165.86, 2144.85, 2153.74
10/06/16, 2158.22, 2162.93, 2150.28, 2160.77
10/05/16, 2155.15, 2163.95, 2155.15, 2159.73
10/04/16, 2163.37, 2165.46, 2144.01, 2150.49
10/03/16, 2164.33, 2164.41, 2154.77, 2161.20
09/30/16, 2156.51, 2175.30, 2156.51, 2168.27
09/29/16, 2168.90, 2172.67, 2145.20, 2151.13
09/28/16, 2161.85, 2172.40, 2151.79, 2171.37
09/27/16, 2146.04, 2161.13, 2141.55, 2159.93
09/26/16, 2158.54, 2158.54, 2145.04, 2146.10
09/23/16, 2173.29, 2173.75, 2163.97, 2164.69
09/22/16, 2170.94, 2179.99, 2170.94, 2177.18
09/21/16, 2144.58, 2165.11, 2139.57, 2163.12
09/20/16, 2145.94, 2150.80, 2139.17, 2139.76
09/19/16, 2143.99, 2153.61, 2135.91, 2139.12
09/16/16, 2146.48, 2146.48, 2131.20, 2139.16
09/15/16, 2125.36, 2151.31, 2122.36, 2147.26
09/14/16, 2127.86, 2141.33, 2119.90, 2125.77
09/13/16, 2150.47, 2150.47, 2120.27, 2127.02
09/12/16, 2120.86, 2163.30, 2119.12, 2159.04
09/09/16, 2169.08, 2169.08, 2127.81, 2127.81
09/08/16, 2182.76, 2184.94, 2177.49, 2181.30
09/07/16, 2185.17, 2187.87, 2179.07, 2186.16
09/06/16, 2181.61, 2186.57, 2175.10, 2186.48
09/02/16, 2177.49, 2184.87, 2173.59, 2179.98
09/01/16, 2171.33, 2173.56, 2157.09, 2170.86
08/31/16, 2173.56, 2173.79, 2161.35, 2170.95
08/30/16, 2179.45, 2182.27, 2170.41, 2176.12
08/29/16, 2170.19, 2183.48, 2170.19, 2180.38
08/26/16, 2175.10, 2187.94, 2160.39, 2169.04
08/25/16, 2173.29, 2179.00, 2169.74, 2172.47
08/24/16, 2185.09, 2186.66, 2171.25, 2175.44
08/23/16, 2187.81, 2193.42, 2186.80, 2186.90
08/22/16, 2181.58, 2185.15, 2175.96, 2182.64
08/19/16, 2184.24, 2185.00, 2175.13, 2183.87
08/18/16, 2181.90, 2187.03, 2180.46, 2187.02
08/17/16, 2177.84, 2183.08, 2168.50, 2182.22
08/16/16, 2186.24, 2186.24, 2178.14, 2178.15
08/15/16, 2186.08, 2193.81, 2186.08, 2190.15
08/12/16, 2183.74, 2186.28, 2179.42, 2184.05
08/11/16, 2177.97, 2188.45, 2177.97, 2185.79
08/10/16, 2182.81, 2183.41, 2172.00, 2175.49
08/09/16, 2182.24, 2187.66, 2178.61, 2181.74
08/08/16, 2183.76, 2185.44, 2177.85, 2180.89
08/05/16, 2168.79, 2182.87, 2168.79, 2182.87
08/04/16, 2163.51, 2168.19, 2159.07, 2164.25
08/03/16, 2156.81, 2163.79, 2152.56, 2163.79
08/02/16, 2169.94, 2170.20, 2147.58, 2157.03
08/01/16, 2173.15, 2178.29, 2166.21, 2170.84
07/29/16, 2168.83, 2177.09, 2163.49, 2173.60
07/28/16, 2166.05, 2172.85, 2159.74, 2170.06
07/27/16, 2169.81, 2174.98, 2159.07, 2166.58
07/26/16, 2168.97, 2173.54, 2160.18, 2169.18
07/25/16, 2173.71, 2173.71, 2161.95, 2168.48
07/22/16, 2166.47, 2175.11, 2163.24, 2175.03
07/21/16, 2172.91, 2174.56, 2159.75, 2165.17
07/20/16, 2166.10, 2175.63, 2164.89, 2173.02
07/19/16, 2163.79, 2164.63, 2159.01, 2163.78
07/18/16, 2162.04, 2168.35, 2159.63, 2166.89
07/15/16, 2165.13, 2169.05, 2155.79, 2161.74
07/14/16, 2157.88, 2168.99, 2157.88, 2163.75
07/13/16, 2153.81, 2156.45, 2146.21, 2152.43
07/12/16, 2139.50, 2155.40, 2139.50, 2152.14
07/11/16, 2131.72, 2143.16, 2131.72, 2137.16
07/08/16, 2106.97, 2131.71, 2106.97, 2129.90
07/07/16, 2100.42, 2109.08, 2089.39, 2097.90
07/06/16, 2084.43, 2100.72, 2074.02, 2099.73
07/05/16, 2095.05, 2095.05, 2080.86, 2088.55
07/01/16, 2099.34, 2108.71, 2097.90, 2102.95
06/30/16, 2073.17, 2098.94, 2070.00, 2098.86
06/29/16, 2042.69, 2073.13, 2042.69, 2070.77
06/28/16, 2006.67, 2036.09, 2006.67, 2036.09
06/27/16, 2031.45, 2031.45, 1991.68, 2000.54
06/24/16, 2103.81, 2103.81, 2032.57, 2037.41
06/23/16, 2092.80, 2113.32, 2092.80, 2113.32
06/22/16, 2089.75, 2099.71, 2084.36, 2085.45
06/21/16, 2085.19, 2093.66, 2083.02, 2088.90
06/20/16, 2075.58, 2100.66, 2075.58, 2083.25
06/17/16, 2078.20, 2078.20, 2062.84, 2071.22
06/16/16, 2066.36, 2079.62, 2050.37, 2077.99
06/15/16, 2077.60, 2085.65, 2069.80, 2071.50
06/14/16, 2076.65, 2081.30, 2064.10, 2075.32
06/13/16, 2091.75, 2098.12, 2078.46, 2079.06
06/10/16, 2109.57, 2109.57, 2089.96, 2096.07
06/09/16, 2115.65, 2117.64, 2107.73, 2115.48
06/08/16, 2112.71, 2120.55, 2112.71, 2119.12
06/07/16, 2110.18, 2119.22, 2110.18, 2112.13
06/06/16, 2100.83, 2113.36, 2100.83, 2109.41
06/03/16, 2104.07, 2104.07, 2085.36, 2099.13
06/02/16, 2097.71, 2105.26, 2088.59, 2105.26
06/01/16, 2093.94, 2100.97, 2085.10, 2099.33
05/31/16, 2100.13, 2103.48, 2088.66, 2096.96
05/27/16, 2090.06, 2099.06, 2090.06, 2099.06
05/26/16, 2091.44, 2094.30, 2087.08, 2090.10
05/25/16, 2078.93, 2094.73, 2078.93, 2090.54
05/24/16, 2052.65, 2079.67, 2052.65, 2076.06
05/23/16, 2052.23, 2055.58, 2047.26, 2048.04
05/20/16, 2041.88, 2058.35, 2041.88, 2052.32
05/19/16, 2044.21, 2044.21, 2025.91, 2040.04
05/18/16, 2044.38, 2060.61, 2034.49, 2047.63
05/17/16, 2065.04, 2065.69, 2040.82, 2047.21
05/16/16, 2046.53, 2071.88, 2046.53, 2066.66
05/13/16, 2062.50, 2066.79, 2043.13, 2046.61
05/12/16, 2067.17, 2073.99, 2053.13, 2064.11
05/11/16, 2083.29, 2083.29, 2064.46, 2064.46
05/10/16, 2062.63, 2084.87, 2062.63, 2084.39
05/09/16, 2057.55, 2064.15, 2054.31, 2058.69
05/06/16, 2047.77, 2057.72, 2039.45, 2057.14
05/05/16, 2052.95, 2060.23, 2045.77, 2050.63
05/04/16, 2060.30, 2060.30, 2045.55, 2051.12
05/03/16, 2077.18, 2077.18, 2054.89, 2063.37
05/02/16, 2067.17, 2083.42, 2066.11, 2081.43
04/29/16, 2071.82, 2073.85, 2052.28, 2065.30
04/28/16, 2090.93, 2099.30, 2071.62, 2075.81
04/27/16, 2092.33, 2099.89, 2082.31, 2095.15
04/26/16, 2089.84, 2096.87, 2085.80, 2091.70
04/25/16, 2089.37, 2089.37, 2077.52, 2087.79
04/22/16, 2091.49, 2094.32, 2081.20, 2091.58
04/21/16, 2102.09, 2103.78, 2088.52, 2091.48
